,Date,Time,Location,Operator,Flight #,Route,AC Type,Aboard,Fatalities,Ground,Year,AC mfr,Departure,Arrival
3129,1981-01-14,0920,"Ramstein AFB, West Germany",military,?,"Ramstein AFB - Oslo, Norway",Lockheed C-130E Hercules,11.0,11.0,0,1981,lockheed,Ramstein AFB,"Oslo, Norway"
3130,1981-01-20,1127,"Spokane, Washington",cascade airways,201,Moses Lake - Spokane,Beechcraft 99A,9.0,7.0,0,1981,beechcraft,Moses Lake,Spokane
3131,1981-02-07,1800,"Near Leningrad, Russia",military,?,Leningrad-Vladivostok,Tupolev TU-104A,52.0,52.0,0,1981,tupolev,Leningrad-Vladivostok,Leningrad-Vladivostok
3132,1981-02-11,1840,"White Plains, New York",private,?,"White Plains, NY - Toronto, Canada - White Plains, NY",Lockheed 1339,8.0,8.0,0,1981,lockheed,"White Plains, NY","White Plains, NY"
3133,1981-02-22,1120,"Avalon, California",helicopter,?,"San Pedro, CA - Avalon, CA",Sikorsky S-62A,8.0,2.0,0,1981,sikorsky,"San Pedro, CA","Avalon, CA"
3134,1981-02-24,?,"Belem, Brazil",votec,?,Tucurui - Belem,Embraer 110P Bandeirante,14.0,11.0,0,1981,embraer,Tucurui,Belem
3135,1981-02-26,0525,Off Tabones Island Philippines,military,?,Training,Lockheed MC-130E-Y,24.0,23.0,0,1981,lockheed,?,?
3136,1981-03-10,0500,"Moroni, Comoro Islands",military,?,Moroni-Saint-Denis de la Réunion,Dassault-Breguet Atlantique,18.0,18.0,0,1981,dassault-breguet,Moroni-Saint-Denis de la Réunion,Moroni-Saint-Denis de la Réunion
3137,1981-03-15,245,"Shemya AFB, Alaska",military,?,Eielson AFB-Shemya AFB,Boeing RC-135S,24.0,6.0,0,1981,boeing,Eielson AFB-Shemya AFB,Eielson AFB-Shemya AFB
3138,1981-03-26,?,"Redzikowo, Poland",lot polish airlines,?,Varsovie-Slupsk,Antonov AN-24B,52.0,1.0,0,1981,antonov,Varsovie-Slupsk,Varsovie-Slupsk
3139,1981-04-06,?,"Laguna Soliz, Bolivia",urcupina,?,?,Douglas C-47A,7.0,7.0,0,1981,douglas,?,?
3140,1981-04-07,1136,"Cincinnati, Ohio",freedom international,?,Cincinnati - Detroit,Learjet 23,2.0,1.0,0,1981,learjet,Cincinnati,Detroit
3141,1981-04-17,1601,"Loveland, Colorado",air us,716 / -,"Denver, CO - Gillette, WY",Hadley Page 137Jetstream I / Cessna 206,19.0,15.0,0,1981,hadley,"Denver, CO","Gillette, WY"
3142,1981-04-28,0745,"Pekanbaru, Indonesia",private,?,Singapour-Pekanbaru,Douglas C-47A-5-DK,17.0,15.0,0,1981,douglas,Singapour-Pekanbaru,Singapour-Pekanbaru
3143,1981-04-28,1231,"Batagay, Russia",aeroflot,?,Batagay - Lazo,Antonov An-2TP,12.0,12.0,0,1981,antonov,Batagay,Lazo
3144,1981-05-06,1050,"Near Fredrick, Maryland",military,?,Training,Boeing EC-135N,21.0,21.0,0,1981,boeing,?,?
3145,1981-05-07,1053,"Rio de la Plata, Argentina",austral lineas aeras (argentina),901,Tucuman - Buenos Aires,BAC One-Eleven 529FR,31.0,31.0,0,1981,bac,Tucuman,Buenos Aires
3146,1981-05-16,?,"Near Menongue, Angola",taag angola airlines,?,?,Lockheed L-100-20 Hercules,4.0,4.0,0,1981,lockheed,?,?
3147,1981-05-21,?,"Pinarete Mountain, Mexico",lineas aereas,?,Puerto Escondido-Oaxaca,Convair CV-440-11,24.0,24.0,0,1981,convair,Puerto Escondido-Oaxaca,Puerto Escondido-Oaxaca
3148,1981-05-22,1500,"Near Zumba, Ecuador",tame,?,Quito-Macara,de Havilland Canada DHC-6 Twin Otter 300,18.0,18.0,0,1981,de,Quito-Macara,Quito-Macara
3149,1981-05-29,?,"Cairo, Egypt",military,?,?,Lockheed C-130H Hercules,17.0,17.0,0,1981,lockheed,?,?
3150,1981-06-14,1622,"Ust-Barguzin, Russia",aeroflot,498,Ulan - Severomuysk,Ilyushin Il-14,48.0,48.0,0,1981,ilyushin,Ulan,Severomuysk
3151,1981-06-26,1811,"Nailstone, England",dan air services,?,London - East Midlands,Hawker Siddeley HS-748,3.0,3.0,0,1981,hawker,London,East Midlands
3152,1981-07-18,1544,"Near Yerevan, Armenia",tar,?,"Tehran, Iran - Larnaca, Cyprus",Canadair CL-44D4-6,4.0,4.0,0,1981,canadair,"Tehran, Iran","Larnaca, Cyprus"
3153,1981-07-20,?,"Mogadishu, Somalia",somali airlines,?,Mogadishu- Hargeisa,Fokker F-27 Friendship 600RF,50.0,50.0,0,1981,fokker,Mogadishu- Hargeisa,Hargeisa
3154,1981-07-24,?,Madagascar,air madagascar,112,Toamasina-Andapa,de Havilland Canada DHC-6 Twin Otter 300,19.0,19.0,0,1981,de,Toamasina-Andapa,Toamasina-Andapa
3155,1981-07-25,?,"Caruru, Colombia",transamazonica,?,?,Douglas C-53D-DO,9.0,5.0,0,1981,douglas,?,?
3156,1981-07-27,?,"Chihuahua, Mexico",aeromexico,230,Monterey - Chihuahua,McDonnell Douglas DC-9-32,66.0,32.0,0,1981,mcdonnell,Monterey,Chihuahua
3157,1981-08-22,1000,"Near Sanyi, Miao-li, Taiwan",far eastern air transport,103,Taipei - Kaohsiung,Boeing B-737-222,110.0,110.0,0,1981,boeing,Taipei,Kaohsiung
3158,1981-08-24,0921,"Near Zavitinsk, Russia",aeroflot,811,Komsomol'sk-na-Amure - Blagoveshchensk,Antonov AN-24RV / Soviet Air Force TU-16,32.0,31.0,0,1981,antonov,Komsomol'sk-na-Amure,Blagoveshchensk
3159,1981-08-27,1545,"Mt. Elena, Colombia",aeropesca colombia,?,Florence - Neiva,Vickers Viscount 745D,50.0,50.0,0,1981,vickers,Florence,Neiva
3160,1981-08-29,2030,"Zeya, Russia",aeroflot,674,Chita - Zeya,Yakovlev YAK-40,34.0,3.0,0,1981,yakovlev,Chita,Zeya
3161,1981-09-02,?,"Paipa, Colombia",aereo el venado,?,Paipa - Cartagena,Embraer 110P1 Bandeirante,22.0,21.0,0,1981,embraer,Paipa,Cartagena
3162,1981-09-18,0713,"Zeleznogorsk, Russian",aeroflot,V-652,Irkutsk - Zeleznogorsk,Yakovlev YAK-40 / Mil Mi-8,40.0,40.0,0,1981,yakovlev,Irkutsk,Zeleznogorsk
3163,1981-09-21,?,"Nellis AFB, Nevada",military,USAF672,"Fort Lewis, WA - Indian springs, NV",Lockheed C-130H Hercules,70.0,7.0,0,1981,lockheed,"Fort Lewis, WA","Indian springs, NV"
3164,1981-09-22,c 12:00,"Near Babaeski, Turkey",military,?,?,Northrop F-5A,0.0,0.0,40,1981,northrop,?,?
3165,1981-09-29,1900,"Tehran, Iran",military,IIAF552,Ahwaz - Tehran,Lockheed C-130H,80.0,60.0,20,1981,lockheed,Ahwaz,Tehran
3166,1981-10-01,1500,"Casper, Wyoming",sky train air,?,"Casper, WY - McAllen, TX",Learjet 24,3.0,3.0,0,1981,learjet,"Casper, WY","McAllen, TX"
3167,1981-10-06,1712,"Moerdijk, Netherlands",nlm (nederlandse luchtvaart maatschappij),HN431,Rotterdam - Eindhoven - Hamburgh,Fokker F-28 Fellowship 4000,17.0,17.0,0,1981,fokker,Rotterdam,Hamburgh
3168,1981-10-15,?,"Kufstein, Austria",oefag flugdienst,?,Salzbourg-Olbia,Cessna 404 Titan,9.0,9.0,0,1981,cessna,Salzbourg-Olbia,Salzbourg-Olbia
3169,1981-10-26,1824,"St. Thomas, U.S. Virgin Islands",aerolineas argo,?,Saint Croix - Saint Thomas,Lockheed L-749A Constellation,5.0,5.0,0,1981,lockheed,Saint Croix,Saint Thomas
3170,1981-10-31,?,"Bafoussam, Cameroon",cameroon airlines,?,?,de Havilland Canada DHC-6 Twin Otter 300,24.0,1.0,0,1981,de,?,?
3171,1981-11-08,?,"Sierra de Guerro, Mexico",aeromexico,?,Acapulco - Guadalajara,McDonnell Douglas DC-9-32,18.0,18.0,0,1981,mcdonnell,Acapulco,Guadalajara
3172,1981-11-16,1930,"Norilsk, Russia",aeroflot,?,Krasnoyarsk - Norilsk,Tupolev TU-154B-2,167.0,99.0,0,1981,tupolev,Krasnoyarsk,Norilsk
3173,1981-11-19,?,"Biratnagar, Nepal",royal nepal airlines,?,Biratnagar-Katmandou,Pilatus PC-6/B2-H2 Turbo-Porter,10.0,10.0,0,1981,pilatus,Biratnagar-Katmandou,Biratnagar-Katmandou
3174,1981-11-30,?,"Castries, Saint Lucia Island",guyana airways,?,Castries-Miami,Douglas DC-6A,3.0,3.0,0,1981,douglas,Castries-Miami,Castries-Miami
3175,1981-12-01,0853,"Mt. San Pietro, near Ajaccio, Corsica, France",inex adria aviopromet (yugoslavia),JP1308,Ljubljana - Ajaccio,McDonnell Douglas MD-81,180.0,180.0,0,1981,mcdonnell,Ljubljana,Ajaccio
3176,1981-12-05,1908,"Honolulu, Hawaii",private,?,"Haliive, HI - Honolulu, HI",Beech C-45H,12.0,11.0,0,1981,beech,"Haliive, HI","Honolulu, HI"
3177,1981-12-16,?,"Kuala Belait, Brunei",bristow helicopters,?,?,Aerospatiale Puma,12.0,12.0,0,1981,aerospatiale,?,?
3178,1981-12-18,1306,"Near Covenas, Colombia",aces colombia,?,Medellin-Monteria-Covenas,de Havilland Canada DHC-6 Twin Otter 300,13.0,13.0,0,1981,de,Medellin-Monteria-Covenas,Medellin-Monteria-Covenas
3179,1982-01-07,?,"Near Gelendzhik, USSR",aeroflot,?,Novorossiysk - Sukhumi,LET 410M Turbojet,18.0,18.0,0,1982,let,Novorossiysk,Sukhumi
3180,1982-01-13,1601,"Washington, D.C.",air florida,90,"Washington D.C. - Fort Lauderdale, FL",Boeing B-737-222,79.0,74.0,4,1982,boeing,Washington D.C.,"Fort Lauderdale, FL"
3181,1982-01-14,?,"Near Addis Ababa, Ethiopia",military,?,?,Antonov AN-26,73.0,73.0,0,1982,antonov,?,?
3182,1982-01-23,1936,"Logan Airport, Boston, Massachusetts",world airways,30H,Newark - Boston,McDonnell Douglas DC-10-30CF,212.0,2.0,0,1982,mcdonnell,Newark,Boston
3183,1982-01-25,?,"Constanta, Romania",tarom,?,Training,Antonov An-24RV,7.0,7.0,0,1982,antonov,?,?
3184,1982-02-03,0730,"Djibouti, Djbouti",military,?,Training,Nord 2501 Noratlas,35.0,35.0,0,1982,nord,?,?
3185,1982-02-06,1500,"Island of Cheju, South Korea",military,?,Seoul - Jeju,Fairchild C-123,53.0,53.0,0,1982,fairchild,Seoul,Jeju
3186,1982-02-07,?,"Near Srinagar, India",military,?,Pathankot-Srinagar,Fairchild C-119G,23.0,23.0,0,1982,fairchild,Pathankot-Srinagar,Pathankot-Srinagar
3187,1982-02-09,?,"Mt. Ipao, Philippines",trans air services,?,Manila - Sicogon,Douglas DC-3 (C-47A-70-DL),32.0,3.0,0,1982,douglas,Manila,Sicogon
3188,1982-02-09,0847,"Tokyo, Japan",japan airlines,350,Fukuoka - Tokyo,McDonnell Douglas DC-8-61,174.0,24.0,0,1982,mcdonnell,Fukuoka,Tokyo
3189,1982-02-19,?,"Cerro el Tablazo, Colombia",lac columbia,?,?,Douglas DC-6BF,4.0,4.0,0,1982,douglas,?,?
3190,1982-02-21,1533,"Providence, Rhode Island",pilgrim airlines,458,New York City - Bridgeport - New Haven - Groton - Boston,de Havilland DHC -6-100,12.0,1.0,0,1982,de,New York City,Boston
3191,1982-03-11,1326,"Mehamn, Norway",wideroe's flyveselksap,933,Berlevag - Mehamn,de Havilland Canada DHC-6 Twin Otter 300,15.0,15.0,0,1982,de,Berlevag,Mehamn
3192,1982-03-19,2110,"Near Woodstock, Illinois",military,?,Sawyer-Chicago,Boeing KC-135C,27.0,27.0,0,1982,boeing,Sawyer-Chicago,Sawyer-Chicago
3193,1982-03-19,10:30,"Leesburg, Florida",private,?,,Beechcraft Bonanza F35,3.0,3.0,0,1982,beechcraft,?,?
3194,1982-03-20,?,"Branti Airport, Indonesia",garuda indonesia airlines,?,Bogota-Saravena,Fokker F-28 Fellowship 1000,27.0,27.0,0,1982,fokker,Bogota-Saravena,Bogota-Saravena
3195,1982-03-26,?,"Queate, Colombia",aeropesca colombia,?,Villavicencio - Bogota,Vickers Viscount 745D,21.0,21.0,0,1982,vickers,Villavicencio,Bogota
3196,1982-04-11,1735,"Near Tanana, Alaska",air taxi,?,Banddanack - Fairbanks,Hughes 369D,3.0,3.0,0,1982,hughes,Banddanack,Fairbanks
3197,1982-04-13,1440,"Near Erzurum, Turkey",military,?,Erzurum - Incirlik,Lockheed C-130H,27.0,27.0,0,1982,lockheed,Erzurum,Incirlik
3198,1982-04-26,1645,"Near Yangshuo, Guangxi, China",caac,3303,Guangzhou - Guilin,Hawker Siddeley Trident 2E,112.0,112.0,0,1982,hawker,Guangzhou,Guilin
3199,1982-04-30,?,Gulf of Thailand,okanagan helicopters,?,?,Sikorsky S-76,13.0,13.0,0,1982,sikorsky,?,?
3200,1982-05-09,?,"Off Aden, Yemen",alyemda,?,Mukalla - Aden,de Havilland Canada DHC-7-103,49.0,47.0,0,1982,de,Mukalla,Aden
3201,1982-05-12,?,"Judsonia, Arkansas",military,?,Training,Lockheed C-130E Hercules,7.0,7.0,0,1982,lockheed,?,?
3202,1982-05-19,1915,South Atlantic Ocean,military,?,?,Westland Sea King HC-4 (helicopter),30.0,21.0,0,1982,westland,?,?
3203,1982-05-25,?,"Brazilia, Brazil",vasp,?,Sao Paulo - Brasilia,Boeing B-737-200,118.0,2.0,0,1982,boeing,Sao Paulo,Brasilia
3204,1982-05-28,?,"Off Natuma Island, Indonesia",pelita air service,?,?,Aerospatiale 330G Puma,10.0,10.0,0,1982,aerospatiale,?,?
3205,1982-06-01,1440,"Near Songnam-si, South Korea",military,?,Training,Fairchild C-123,53.0,53.0,0,1982,fairchild,?,?
3206,1982-06-08,0225,"Near Pacatuba, Brazil",vasp,168,Rio de Janerio - Fortaleza,Boeing B-727-212A,137.0,137.0,0,1982,boeing,Rio de Janerio,Fortaleza
3207,1982-06-12,?,"Tabatinga, Brazil",taba,?,Eirunepe - Tabatinga,Fairchild-Hiller FH-227B-LCD,44.0,44.0,0,1982,fairchild-hiller,Eirunepe,Tabatinga
3208,1982-06-22,0434,"Bombay, India",air india,?,Kuala Lumpur - Mumbai,Boeing B-707-437,111.0,17.0,0,1982,boeing,Kuala Lumpur,Mumbai
3209,1982-06-24,2044,"Mount Galunggung, Indonesia",british airways,009,Kuala Lampur - Perth,Boeing B-747,257.0,0.0,0,1982,boeing,Kuala Lampur,Perth
3210,1982-06-28,1049,"Southern Belarus, USSR",aeroflot,8641,Leningrad - Kiev,Yakovlev YAK-42,132.0,132.0,0,1982,yakovlev,Leningrad,Kiev
3211,1982-07-03,?,"Oganda, Gabon",air affaires gabon,?,Booué-Ndjolé-Libreville,Cessna 404 Titan,12.0,12.0,0,1982,cessna,Booué-Ndjolé-Libreville,Booué-Ndjolé-Libreville
3212,1982-07-06,0035,"Near Moscow, Russia",aeroflot,411,Moscow - Dakar,Ilyushin IL-62M,90.0,90.0,0,1982,ilyushin,Moscow,Dakar
3213,1982-07-09,1609,"Kenner, Louisiana",pan american world airways,759,New Orleans - Las Vegas,Boeing B-727-235,145.0,145.0,8,1982,boeing,New Orleans,Las Vegas
3214,1982-07-11,?,"Jolo, Philippines",philippine airlines,480,Jolo-Kota Kinabalu,Hawker Siddeley HS-748-209 Srs. 2,30.0,4.0,0,1982,hawker,Jolo-Kota Kinabalu,Jolo-Kota Kinabalu
3215,1982-07-23,0230,"Castaic, California",western helicopter,?,Movie set,Bell UH-1B Huey Helicopter,1.0,0.0,3,1982,bell,?,?
3216,1982-08-11,?,Pacific Ocean,pan american world airways,PA830,Tokyo - Honolulu,Boeing B-747-121,285.0,1.0,0,1982,boeing,Tokyo,Honolulu
3217,1982-08-12,?,"Mindat, Myanmar",burma airways,?,?,de Havilland Canada DHC-6 Twin Otter 300,8.0,8.0,0,1982,de,?,?
3218,1982-08-14,0900,"Near Managua, Nicaragua",military,?,Managua - El Rodeo,Arava 201,20.0,20.0,0,1982,arava,Managua,El Rodeo
3219,1982-08-14,1707,"Sukhumi, Georgia, USSR",aeroflot,?,Sukhumi - Kutaisi,Let 410UVP Turbojet / Tupolev TU-134V,11.0,11.0,0,1982,let,Sukhumi,Kutaisi
3220,1982-09-01,?,"Near Valladolid, Ecuador",aerolineas condor,?,Zumba - Loja,de Havilland Canada DHC-4A Caribou,44.0,44.0,0,1982,de,Zumba,Loja
3221,1982-09-04,?,"Rio Branco, Brazil",cia brasiliera de tratores,?,Porto Velho - Rio Branco,Gates Learjet 25B,10.0,10.0,0,1982,gates,Porto Velho,Rio Branco
3222,1982-09-11,1250,"Near Mannheim, West Germany",military,?,?,Boeing Vertol CH-47C (helicopter),46.0,46.0,0,1982,boeing,?,?
3223,1982-09-13,1200,"Near Malaga, Spain",spantax,995,Malaga - New York City,McDonnell Douglas DC-10-30CF,394.0,50.0,0,1982,mcdonnell,Malaga,New York City
3224,1982-09-29,1923,"Luxembourg, Luxembourg",aeroflot,343,Moscou-Luxembourg-La Havane-Lima,Ilyushin IL-62M,77.0,7.0,0,1982,ilyushin,Moscou-Luxembourg-La Havane-Lima,Moscou-Luxembourg-La Havane-Lima
3225,1982-11-17,?,Off Taiwan,far eastern air transport,?,?,Bell 212,15.0,15.0,0,1982,bell,?,?
3226,1982-11-29,?,"Lubango, Angola",taag angola airlines,?,?,Antonov AN-26,15.0,15.0,0,1982,antonov,?,?
3227,1982-11-29,?,"Quetame, Colombia",aerolineas centrales de colombia,?,San Jose del Guaviare - Bogotá,de Havilland Canada DHC-6 Twin Otter 310,22.0,22.0,0,1982,de,San Jose del Guaviare,Bogotá
3228,1982-12-07,1907,"Near Pueblo, Colorado",pioneer airlines,?,"Sante Fe, NM - Pueblo, CO",Swearingen SA.227AC Metro III,2.0,2.0,0,1982,swearingen,"Sante Fe, NM","Pueblo, CO"
3229,1982-12-09,1327,"La Serena, Chile",aeronor chile,304,Santiago - La Serena,Fairchild F-27J,46.0,46.0,0,1982,fairchild,Santiago,La Serena
3230,1982-12-09,1430,"Near San Andres de Bocay, Nicaragua",military,?,?,Mil Mi-8 (helicopter),88.0,84.0,0,1982,mil,?,?
3231,1982-12-23,2044,"Rostov-on-Don, Russia",aeroflot,?,Rostov-on-Don - Krasnovodsk,Antonov AN-26,16.0,16.0,0,1982,antonov,Rostov-on-Don,Krasnovodsk
3232,1982-12-24,1710,"Guangzhou, China",caac,?,Changsha-Canton,Ilyushin IL-18B,69.0,25.0,0,1982,ilyushin,Changsha-Canton,Changsha-Canton
3233,1983-01-09,?,"Brainerd, Minnesota",46826/109,927,Minneapolis-St Paul - Brainerd,Convair 580-11A,33.0,1.0,0,1983,convair,Minneapolis-St Paul,Brainerd
3234,1983-01-11,0250,"Detroit, Michigan",united airlines,2885,Detroit - Los Angeles,McDonnell Douglas DC-8-54F37,3.0,3.0,0,1983,mcdonnell,Detroit,Los Angeles
3235,1983-01-16,2230,"Ankara, Turkey",turkish airlines (thy),?,Paris-Tripoli-Istanbul-Ankara,Boeing B-727-2F2,67.0,47.0,0,1983,boeing,Paris-Tripoli-Istanbul-Ankara,Paris-Tripoli-Istanbul-Ankara
3236,1983-02-13,?,"Fayetteville, North Carolina",military,?,?,Lockheed C-130H Hercules,6.0,6.0,0,1983,lockheed,?,?
3237,1983-03-09,?,"Off Macae, Brazil",aeroleo taxi aereo,?,?,Bell 212,11.0,11.0,0,1983,bell,?,?
3238,1983-03-10,?,"Near Shach Goan, Afghanistan",bakhtar afghan airlines,?,Uruzgan-Kaboul,de Havilland Canada DHC-6 Twin Otter 300,19.0,19.0,0,1983,de,Uruzgan-Kaboul,Uruzgan-Kaboul
3239,1983-03-11,0700,Barquisimeto Venezuela,avensa,?,Caracas - Barquisimeto,McDonnell Douglas DC-9-32,50.0,23.0,0,1983,mcdonnell,Caracas,Barquisimeto
3240,1983-03-30,0514,"Newark, New Jersey",central airlines,?,Chicago - Newark,Learjet 25,2.0,2.0,0,1983,learjet,Chicago,Newark
3241,1983-04-07,1455,"Selawik, Alaska",munz northern airlines,601,Nome - Ambler,Britten-Norman BN-2A-8 Islander,3.0,2.0,0,1983,britten-norman,Nome,Ambler
3242,1983-04-16,?,"Near Khartoum, Sudan",air liberia,?,Khartoum-Monrovia,Hawker Siddeley HS-748-329 Srs. 2A,9.0,8.0,9,1983,hawker,Khartoum-Monrovia,Khartoum-Monrovia
3243,1983-04-19,1809,"Leninakan, Russia",aeroflot,E-46,Nalchik - Leninakan,Yakovlev YAK-40,21.0,21.0,0,1983,yakovlev,Nalchik,Leninakan
3244,1983-04-19,0720,"Near Toba, Japan",japan air self-defence force,?,Training,Kawasaki C-1 / Kawasaki C-1,14.0,14.0,0,1983,kawasaki,?,?
3245,1983-04-26,1737,"Iwakuni AB, Japan",military,NKJ801,Training,Shin Meiwa PS-1,14.0,11.0,0,1983,shin,?,?
3246,1983-04-29,1510,"Guayaquil, Ecuador",san ecuador,832,Guayaquil - Quito,Sud Aviation SE-210 Caravelle VIR,100.0,8.0,0,1983,sud,Guayaquil,Quito
3247,1983-04-30,1209,"Jacksonville, Florida",military,?,"Jacksonville NAS - Guantanamo Bay, Cuba",Convair CV-340,15.0,15.0,0,1983,convair,Jacksonville NAS,"Guantanamo Bay, Cuba"
3248,1983-05-05,0915,"En route Miami, FL - Nassau, Bahamas",eastern airlines,855,"Miami, FL - Nassau, Bahamas",Lockheed L-1011,172.0,0.0,0,1983,lockheed,"Miami, FL","Nassau, Bahamas"
3249,1983-05-05,1020,"Near Ban Ta Khli, Thailand",military,?,?,Fairchild C-123K,30.0,30.0,0,1983,fairchild,?,?
3250,1983-05-06,?,"Klyuchi, Russia",military,?,Petropavlovsk-Kamchatsky - Klyuchi,Antonov An-26,37.0,33.0,0,1983,antonov,Petropavlovsk-Kamchatsky,Klyuchi
3251,1983-06-02,0850,"Tanjung Karang, Indonesia",garuda indonesia airlines,?,Bandar Lampung-Djakarta,Fokker F-28 Fellowship 3000RC,61.0,3.0,0,1983,fokker,Bandar Lampung-Djakarta,Bandar Lampung-Djakarta
3252,1983-06-02,1920,"Cincinnati International Airport, Covington/Hebron, Kentucky",air canada,797,Dallas-Fort Worth - Toronto,McDonnell Douglas DC-9-32,46.0,23.0,0,1983,mcdonnell,Dallas-Fort Worth,Toronto
3253,1983-06-06,1240,"Off Quemoy, Taiwan",military,?,Kinmen-Taipei,Fairchild C-199G,47.0,47.0,0,1983,fairchild,Kinmen-Taipei,Kinmen-Taipei
3254,1983-06-08,1355,"Near Cold Bay, Alaska",reeve aleutian airways,8,"Cold Bay, Alaska - Seattle, Washington",Lockheed L-188C Electra,15.0,0.0,0,1983,lockheed,"Cold Bay, Alaska","Seattle, Washington"
3255,1983-06-16,0400,"Kauai, Hawaii",military,?,Brabers Point-Barbers Point,Lockheed P-3B Orion,14.0,14.0,0,1983,lockheed,Brabers Point-Barbers Point,Brabers Point-Barbers Point
3256,1983-06-21,?,"Niela, Mali",air mali,?,?,de Havilland Canada DHC-6 Twin Otter 300,7.0,7.0,0,1983,de,?,?
3257,1983-06-28,1210,"Las Vegas, Nevada",military,?,Training,Lockheed C-130H Hercules,6.0,6.0,0,1983,lockheed,?,?
3258,1983-07-01,?,"Labe, Guinea",caak,?,Pyongyang - Conakry,Ilyushin IL-62M,23.0,23.0,0,1983,ilyushin,Pyongyang,Conakry
3259,1983-07-11,0740,"Near Cuenca, Azuay, Ecuador",tame,?,Quito - Cuenca,Boeing B-737-2V2,119.0,119.0,0,1983,boeing,Quito,Cuenca
3260,1983-07-16,?,"Off Scilly Islands, UK",british airways helicopters,?,Penzance - Scilly Islands,Sikorsky S-61N-II,26.0,20.0,0,1983,sikorsky,Penzance,Scilly Islands
3261,1983-07-23,1930,"Gimli, Manitoba, Canada",air canada,143,Montreal - Edmonton,Boeing B-767-233ER,69.0,0.0,0,1983,boeing,Montreal,Edmonton
3262,1983-08-17,1227,"Grand Canyon, Arizona",las vegas airlines,?,"Las Vegas, NV - Grand Canyon, AZ",Piper PA-31-350 Chieftain,10.0,10.0,0,1983,piper,"Las Vegas, NV","Grand Canyon, AZ"
3263,1983-08-30,2317,"Near Alma-Ata, Kazakastan, USSR",aeroflot,5463,Kazan - Chelyabinsk - Alma-Ata,Tupolev TU-134A,90.0,90.0,0,1983,tupolev,Kazan,Alma-Ata
3264,1983-09-01,1826,"Near Sakhalin Island, Russia",korean airlines,007,Anchorage - Seoul,Boeing B-747-230B,269.0,269.0,0,1983,boeing,Anchorage,Seoul
3265,1983-09-02,?,"Near Smithers, British Columbia, Canada",central mountain air services,?,Campbell River - Smithers,Britten-Norman BN-2A-21 Islander,9.0,9.0,0,1983,britten-norman,Campbell River,Smithers
3266,1983-09-14,0934,"Guilin, China",caac,?,Guilin - Beijing,Hawker Siddeley Trident 2E / II-28,106.0,11.0,0,1983,hawker,Guilin,Beijing
3267,1983-09-23,1530,"Near Mina Jebel Ali, UAE",gulf air,771,Karachi - Abu Dhabi,Boeing B-737-2P6,112.0,112.0,0,1983,boeing,Karachi,Abu Dhabi
3268,1983-09-28,?,"Off Lanyu Island, Taiwan",taiwan airlines,?,Taitung-Lanyu Island,Britten-Norman BN-2A-26 Trislander,10.0,10.0,0,1983,britten-norman,Taitung-Lanyu Island,Taitung-Lanyu Island
3269,1983-10-07,?,"Aracatuba, Brazil",tam lineas aéreas regional,?,Campo Grande - Araçatuba,Embraer 110C Bandeirante,15.0,7.0,0,1983,embraer,Campo Grande,Araçatuba
3270,1983-10-08,?,"Near Lonkin, Myanmar",burma airways,?,Lonkin - Myitkyina,de Havilland Canada DHC-6 Twin Otter 300,14.0,9.0,0,1983,de,Lonkin,Myitkyina
3271,1983-10-11,2053,"Pinckneyville, Illinois",air illinois,701,"Springfield, Il - Carbondale, IL",Hawker Siddeley HS-748-FAA,10.0,10.0,0,1983,hawker,"Springfield, Il","Carbondale, IL"
3272,1983-10-28,1335,"Middletown, Pennsylvania",pennsylvania airlines,?,Middletown - Washington DC,Shorts 330-200,30.0,1.0,0,1983,shorts,Middletown,Washington DC
3273,1983-11-08,1520,"Lubango, Huila, Angola",taag angola airlines,?,Lubango - Luanda,Boeing B-737-200,130.0,130.0,0,1983,boeing,Lubango,Luanda
3274,1983-11-23,?,"Landsdowne House, Canada",austin airways,?,?,de Havilland Canada DHC-6 Twin Otter 300,7.0,4.0,0,1983,de,?,?
3275,1983-11-27,1006,"Madrid-Barajas, Spain",avianca,AV011,Paris - Madrid - Bogota,Boeing B-747-283B,192.0,181.0,0,1983,boeing,Paris,Bogota
3276,1983-11-28,1113,"Near Enugu, Nigeria",nigeria airways,?,Calabar-Enugu,Fokker F-28 Fellowship 2000,72.0,53.0,0,1983,fokker,Calabar-Enugu,Calabar-Enugu
3277,1983-12-07,0940,"Near Madrid, Spain",iberia airlines,350/134,Madrid - Rome,Boeing B-727-200 / DC9-32,135.0,93.0,0,1983,boeing,Madrid,Rome
3278,1983-12-14,1530,"Near Medellin, Colombia",tampa colombia,?,Medellin - Miami,Boeing 707-373C,3.0,3.0,22,1983,boeing,Medellin,Miami
3279,1983-12-17,1310,"Paulatuk, Northwest Territory, Canada",inuvik coastal airways,?,Inuvik - Paulatuk,de Havilland Canada DHC-6 Twin Otter 200,12.0,2.0,0,1983,de,Inuvik,Paulatuk
3280,1983-12-24,0853,"Leshukonskoye, Russia",aeroflot,601,Arkhangelsk - Leshukonskoye,Antonov AN-24,49.0,44.0,0,1983,antonov,Arkhangelsk,Leshukonskoye
